번호,시/도,시/군/구,서점명,매장번호,주소,인증여부
2197,서울특별시,노원구,노원문고중계점,02-2091-0633,서울 노원구 중계동 366-5 지하1층,미인증
2185,서울특별시,강북구,뉴타운문고,02-980-2105,서울 강북구 도봉로 45 (미아동) 나진동 1호,미인증
2181,서울특별시,관악구,늘벗서점,02-887-4971,서울 관악구 신림로23길 22 (신림동),미인증
2179,서울특별시,영등포구,늘푸른글방,02-841-5139,서울 영등포구 영등포로 418-1 (신길동),미인증
2172,서울특별시,은평구,니은서점,02-6084-8433,서울 은평구 연서로26길 35 (대조동),미인증
2168,서울특별시,광진구,다름상상,010-2738-8233,서울 광진구 구의로16길 93 (구의동) 1층 101호,미인증
2163,서울특별시,관악구,다산서적,02-883-9321,서울 관악구 대학6길 19 (신림동),미인증
2161,서울특별시,관악구,다솜서점,02-864-1330,서울 관악구 난우10길 6 지층,인증
2160,서울특별시,노원구,다솜서점,02-932-5808,서울 노원구 동일로 1677 지하,미인증
2159,서울특별시,강서구,다시서점,070-4383-4869,서울 강서구 양천로24길 113 (방화동) 지하 1층,미인증
2155,서울특별시,성북구,다온책방,02-6014-1414,서울 성북구 한천로68길 31 (석관동) 1층,미인증
2149,서울특별시,동작구,다정한 책방,02-6952-1025,서울 동작구 동작대로9가길 32 (사당동) 1층,미인증
2144,서울특별시,서대문구,달걀책방,070-8822-2425,서울 서대문구 성산로9길 43-35 (연희동) 1층 103호,미인증
2129,서울특별시,마포구,당인리책발전소,070-1111-2222,서울 마포구 월드컵로14길 10-8 (서교동),미인증
2118,서울특별시,영등포구,대교서적,02-780-6407,서울 영등포구 국제금융로7길 22 (여의도동) 대교비상가 1층 116호 대교서적,인증
2100,서울특별시,동작구,대륙서점,02-821-8878,서울 동작구 성대로 40 (상도동) 1층,미인증
2099,서울특별시,영등포구,대림문고,02-841-1101,서울 영등포구 대림로 199 1층 (대림동),미인증
2098,서울특별시,광진구,대림서점,02-2275-4216,서울 광진구 아차산로 208 (자양동),미인증
2093,서울특별시,관악구,대민문고,02-875-5300,서울 관악구 봉천동 31-1 관악프라자 지층,인증
2085,서울특별시,은평구,대성서점,02-357-3410,서울 은평구 갈현로29길 51-30 (갈현동),미인증
2082,서울특별시,종로구,대승서적,02-2277-0656,서울 종로구 율곡로14길 57 (충신동),미인증
2070,서울특별시,강서구,대영문고,02-3663-7859,서울 강서구 양천로 669 (염창동) 2층,미인증
2066,서울특별시,영등포구,대원문고,02-2671-2375,서울 영등포구 당산로45길 1 (당산동5가) 205 호,인증
2065,서울특별시,종로구,대원서적,02-2275-1543,서울 종로구 종로 258 (종로6가)덕성빌딩 A-7호,미인증
2064,서울특별시,성북구,대원서점,02-914-0660,서울 성북구 정릉로 241 1층 대원서점 (정릉동),미인증
2062,서울특별시,금천구,대일서점,02-853-1948,서울 금천구 시흥대로 474 (독산동)1층 대일서점,미인증
2059,서울특별시,강서구,대지문고,02-2644-2650,서울 강서구 등촌로3길 39 (화곡동),미인증
2051,서울특별시,관악구,대천서점,02-878-7557,서울 관악구 남부순환로 1734 (봉천동) 주원빌딩 B1,인증
2045,서울특별시,용산구,대학서적 숙명여대점,02-702-3316,서울 용산구 청파로47길 100 (청파동2가),미인증
2042,서울특별시,성동구,대학서적 한양대점,0507-1310-3384,서울 성동구 왕십리로 222 (사근동) 학생회관 1층 구내서점,미인증
2040,서울특별시,성동구,대학서적 한양여대점,02-2290-2751,서울 성동구 살곶이길 200 (사근동),미인증
2030,서울특별시,종로구,더북소사이어티,070-8621-5676,서울 종로구 자하문로10길 22 (통의동) 201,미인증
2024,서울특별시,서초구,더북스서점,02-3477-6545,서울 서초구 고무래로 22 (반포동) 쌍동빌딩 서관,미인증
2023,서울특별시,종로구,더숲 초소책방,02-735-0206,서울 종로구 인왕산로 172 (옥인동),미인증
2015,서울특별시,서대문구,데카르트 수학 책방,02-6082-1166,서울 서대문구 불광천길 116 (북가좌동) 2층,미인증
2006,서울특별시,광진구,도토리책방,0507-1351-3573,서울 광진구 아차산로41길 7 (자양동) 1층 101호,미인증
2005,서울특별시,마포구,독서관,010-5287-1930,서울 마포구 동교로27길 41 (연남동) 1층,미인증
2001,서울특별시,종로구,동남서적,,서울 종로구 종로 260 (종로6가),미인증
1998,서울특별시,서초구,동네북스,02-571-7757,서울 서초구 동산로6길 18 (양재동) 새한빌딩 1층,인증
1995,서울특별시,노원구,동네책방 브론테살롱,02-933-8051,서울 노원구 동일로242길 87 (상계동) 커피나무 2층,미인증
1989,서울특별시,마포구,동네책방개똥이네책놀이터,02-338-0478,서울 마포구 성미산로3나길 16 (성산동),미인증
1986,서울특별시,성북구,동덕여대 구내서점,02-940-4291,서울 성북구 화랑로13길 60 (하월곡동),미인증
1981,서울특별시,종로구,동명서점,02-2265-6696,서울 종로구 종로 258 (종로6가) 덕성빌딩 a 20호,미인증
1980,서울특별시,서초구,동문서점,02-596-8002,서울 서초구 서초중앙로26길 10 (서초동),미인증
1976,서울특별시,구로구,동방서적,02-2616-9911,서울 구로구 경인로 219 지하1층 동방서적 (오류동),인증
1943,서울특별시,강남구,동아서점,02-545-0948,"서울 강남구 압구정로29길 68 (압구정동, 현대아파트) 8호",미인증
1932,서울특별시,종로구,동양서림,02-762-0715,서울 종로구 창경궁로 271-1 (혜화동)114-2,미인증
1920,서울특별시,금천구,동일서점프라자,02-802-7446,서울 금천구 금하로 771 (시흥동) 1층 102호,미인증
1917,서울특별시,종로구,동지서적,02-762-7596,서울 종로구 김상옥로 64-1 (충신동)여양진씨대종회관 1층,미인증
1907,서울특별시,강남구,두나서점,02-561-4326,서울 강남구 선릉로 325 (역삼동),인증
1896,서울특별시,관악구,드림서점,02-887-4940,서울 관악구 은천로25길 27 (봉천동)하우젠빌 104호,인증
1890,서울특별시,마포구,땡스북스,02-325-0321,서울 마포구 양화로6길 57-6 (서교동) 1층,미인증
1880,서울특별시,마포구,라이너노트,02-337-9966,서울 마포구 성미산로29길 4 (연남동),미인증
1876,서울특별시,종로구,라책방,02-379-1975,서울 종로구 자하문로10길 28 (통의동) 1층,미인증
1868,서울특별시,강서구,로뎀서점,02-2699-5365,서울 강서구 월정로 128-1 (화곡동),미인증
1866,서울특별시,종로구,로프트북스,070-8691-3223,서울 종로구 창의문로 129 (부암동) 2층,미인증
1860,서울특별시,종로구,리테라,-----,서울 종로구 성균관로17길 5 (명륜1가) 601호,미인증
1855,서울특별시,노원구,마들문고,02-938-0028,서울 노원구 동일로 1550 (상계동)고려플라자빌딩 지하1층,미인증
1841,서울특별시,종로구,마음책방 서가는,070-8818-0137,서울 종로구 창경궁로35길 21 (혜화동) 1층,미인증
1839,서울특별시,용산구,마이어날다,010-9224-7487,서울 용산구 서빙고로 17 (한강로3가) 용산센트럴파크 해링턴스퀘어 상가 Mall D 2층 43호,미인증
1838,서울특별시,종로구,마이웨이북스,02-736-8185,서울 종로구 인사동7길 12 (관훈동),미인증
1837,서울특별시,종로구,마이페이버릿,02-544-9319,서울 종로구 자하문로 121 (청운동) B01호,미인증
1836,서울특별시,송파구,마중물서점,02-425-7279,서울 송파구 삼전로 99 대성빌딩 지하 (잠실동),인증
1835,서울특별시,마포구,마포문고,02-715-0066,서울 마포구 큰우물로 60 (용강동) 지하 1층,미인증
1834,서울특별시,강서구,마포문구문고,02-3664-1704,서울 강서구 등촌동 639,미인증
1833,서울특별시,강서구,마포문구문고,02-3664-1704,서울 강서구 화곡로 404 (등촌동),인증
1832,서울특별시,종로구,만나서적,02-2278-6630,서울 종로구 율곡로14길 57 (충신동),미인증
1830,서울특별시,마포구,만유인력,070-4045-5935,서울 마포구 손기정로 52 (아현동) 1층,미인증
1829,서울특별시,영등포구,만점북스,02-2672-2375,서울 영등포구 당산로44길 3 (당산동5가) 118호,미인증
1824,서울특별시,은평구,매일문고,02-355-0262,서울 은평구 서오릉로 133 1층 매일문고 (역촌동),인증
1818,서울특별시,서초구,메종인디아 트래블앤북스,02-6257-1045,서울 서초구 방배로23길 31-43 (방배동),미인증
1813,서울특별시,강서구,명덕서점,02-2663-8874,"서울 강서구 공항대로36길 91 (내발산동, 로즈빌)",미인증
1808,서울특별시,강동구,명문서적,02-428-2227,서울 강동구 고덕로62길 66 (명일동),미인증
1793,서울특별시,서대문구,명지서적,02-305-6467,서울 서대문구 가좌로 120 (홍은동)명지서적1층,미인증
1791,서울특별시,서대문구,명지전문대 구내서점,02-304-0161,서울 서대문구 가좌로 134 (홍은동),미인증
1789,서울특별시,도봉구,모닝글로리,02-956-9227,서울 도봉구 시루봉로 67 (방학동)청구아파트상가B동지하,미인증
1788,서울특별시,강동구,모두랑,02-442-3213,"서울 강동구 양재대로 1706 (고덕동, 아남아파트) 상가 2층 215호",미인증
1785,서울특별시,도봉구,모모,010-2357-9640,서울 도봉구 도봉로181나길 16 (도봉동)B1,미인증
1781,서울특별시,양천구,목동문고,02-2643-3070,"서울 양천구 목동서로 400 (신정동, 목동신시가지아파트10단지) A상가 지하층",인증
1780,서울특별시,양천구,목동서점,02-2643-3070,"서울 양천구 목동서로 400 (신정동, 목동신시가지아파트10단지) A동 101호",미인증
1778,서울특별시,서초구,목성서점,070-8833-7347,서울 서초구 주흥13길 13-1 (반포동) 202호,미인증
1775,서울특별시,동대문구,무아레서점,,서울 동대문구 천호대로89길 9 (장안동) 2층,미인증
1749,서울특별시,중구,문향서점,02-2274-5434,서울 중구 수표로2길 11 (충무로3가),미인증
1741,서울특별시,서대문구,문화문고,02-395-4097,서울 서대문구 간호대로 4 (홍제동)279-21,미인증
1739,서울특별시,마포구,문화살롱 초고,0507-1357-7579,서울 마포구 독막로2길 30 (합정동),미인증
1730,서울특별시,마포구,문화서점,02-789-3898,서울 마포구 성암로 267 (상암동) 1층,미인증
1725,서울특별시,노원구,문화플랫폼더숲,02-951-0206,서울 노원구 노해로 480 (상계동) 지하1층,미인증
1723,서울특별시,종로구,뭐든지 책방,02-766-3581,서울 종로구 창신길 119 (창신동) 1층,미인증
1717,서울특별시,송파구,미래서적,02-422-4442,서울 송파구 백제고분로18길 4 (잠실동) 105호 미래서적,미인증
1711,서울특별시,서대문구,미스터리 유니온,02-6080-7040,서울 서대문구 이화여대길 88-11 (대현동),미인증
1706,서울특별시,은평구,미하북스,02-355-1876,서울 은평구 증산로21길 10-1 (신사동),미인증
1702,서울특별시,도봉구,민영서점,02-955-7046,서울 도봉구 도봉로180나길 41 도봉한신아파트 한신쇼핑타운 3층 318호 (도봉동),미인증
1699,서울특별시,서초구,믿음문고,070-7776-3384,서울 서초구 양재천로 95-4 (양재동) 1층,미인증
1692,서울특별시,중랑구,바람길,02-434-6449,서울 중랑구 망우로 332 (상봉동),미인증
1686,서울특별시,금천구,반도서점,02-805-9839,서울 금천구 독산로 136 (시흥동) 1층,미인증
1676,서울특별시,관악구,밝은책방,02-2039-6511,서울 관악구 봉천로 540-1 (봉천동) 2층,미인증
1673,서울특별시,서대문구,밤의서점,,서울 서대문구 성산로 567-8 (대신동),미인증
1670,서울특별시,양천구,배광서점,02-2643-1020,서울 양천구 목동중앙남로 28 (목동),미인증
1668,서울특별시,종로구,배화우리서점문구,02-738-9184,서울 종로구 필운대로1길 31 (필운동),미인증
1666,서울특별시,서초구,백석대 구내서점,,서울 서초구 효령로26길 9-12 (방배동),미인증
1661,서울특별시,마포구,백호서점문구,02-716-8628,서울 마포구 광성로6안길 10 (신수동),인증
1657,서울특별시,강북구,번동문고,02-981-8425,서울 강북구 오현로 191 번동문고 (번동),인증
1656,서울특별시,마포구,번역가의 서재,010-8922-7421,서울 마포구 동교로17길 67 (서교동) 1층 101호,미인증
1655,서울특별시,관악구,법문서적,02-882-3333,서울 관악구 신림로23길 16 (신림동) 2층,미인증
1647,서울특별시,강서구,벧엘서점,02-2663-1678,서울 강서구 강서로47길 36 (내발산동),미인증
1644,서울특별시,서대문구,별별그림,070-4119-3654,"서울 서대문구 증가로6길 43 (홍은동, 해피리움) 1층 102호",미인증
1643,서울특별시,용산구,별책부록,070-4007-6690,서울 용산구 신흥로16길 7 (용산동2가) 1층,미인증
1633,서울특별시,서대문구,보문서점,02-362-1719,서울 서대문구 통일로 161-5 (냉천동),미인증
1629,서울특별시,강동구,보성서점,02-483-1477,서울 강동구 양재대로89길 28 (성내동),미인증
1627,서울특별시,종로구,보안책방,02-720-8409,서울 종로구 효자로 33 (통의동) 2층,미인증
1624,서울특별시,금천구,본동서적,02-893-0158,서울 금천구 금하로 631-7 (시흥동),미인증
1621,서울특별시,강동구,봄서점,02-477-8200,서울 강동구 양재대로 1341 지하1 (성내동),인증
1614,서울특별시,성북구,부비프,010-6312-7663,서울 성북구 보문로30가길 31 (동선동2가) 1층,미인증
1597,서울특별시,강동구,북데이423,02-442-5581,서울 강동구 고덕로 266 (명일동) 대명벨리온 지하1층 북데이423,미인증
1587,서울특별시,강북구,북모아,02-903-8833,"서울 강북구 인수봉로55가길 5 (수유동, 대승빌리지) 101호",미인증
1585,서울특별시,종로구,북바이북 광화문점,02-725-0416,서울 종로구 새문안로5길 19 (당주동),미인증
1584,서울특별시,노원구,북뱅크,02-2091-0304,서울 노원구 한글비석로 242 (중계동) 삼부프라자 지하1층,미인증
1582,서울특별시,종로구,북살롱 텍스트북,02-722-0934,서울 종로구 사직로9길 22 (필운동) 2층,미인증
1568,서울특별시,마포구,북스토어17,010-9005-1298,서울 마포구 독막로5길 33 (서교동) 1층,미인증
1566,서울특별시,마포구,북스피리언스,02-324-2399,서울 마포구 연남로11길 34 (연남동) 지하1층,미인증
1563,서울특별시,성북구,북악서점,02-942-0649,서울 성북구 정릉로 159 (정릉동),미인증
1549,서울특별시,강서구,북오피스,02-2242-6460,서울 강서구 공항대로48길 47 예성1층101호 (화곡동),미인증
1543,서울특별시,종로구,북커스,02-394-4588,서울 종로구 평창30길 10 (평창동) 2층,미인증
1533,서울특별시,마포구,북티크,02-6084-1123,서울 마포구 양화로 107 (서교동) 1층,미인증
1532,서울특별시,강서구,북파크,02-851-9721,"서울 강서구 가로공원로 236-11 (화곡동, 오메가타운) 202호",미인증
1516,서울특별시,마포구,비건책방 서울,010-2512-0423,서울 서대문구 가재울로2안길 29-14 (남가좌동) 1층,미인증
1514,서울특별시,구로구,비씨지북스,070-8715-8411,서울 구로구 경인로25길 31 (오류동) 2층,미인증
1513,서울특별시,구로구,비씨지북스,070-8715-8411,서울 구로구 경인로25길 31 (오류동)2층,미인증
1508,서울특별시,종로구,비화림,010-4507-4813,서울 종로구 창덕궁길 153 (계동),미인증
1500,서울특별시,중랑구,사가정문고,02-493-9544,서울 중랑구 사가정로 398 (면목동),미인증
1494,서울특별시,용산구,사눅책방,0507-1421-6687,서울 용산구 두텁바위로 94-1 (후암동) 1층,미인증
1487,서울특별시,마포구,사슴책방,010-2727-8076,서울 마포구 성미산로13길 110 (성산동),미인증
1485,서울특별시,도봉구,사유의 사유,070-7799-0794,서울 도봉구 방학로3길 12 (방학동),미인증
1483,서울특별시,종로구,사이에,0507-1415-5630,서울 종로구 북촌로 125-6 (삼청동),미인증
1482,서울특별시,강남구,사이책방,070-8807-2005,서울 강남구 강남대로126길 74 (논현동),미인증
1478,서울특별시,종로구,사진책방 고래,02-720-7274,서울 종로구 자하문로 106 (청운동),미인증
1473,서울특별시,마포구,산책자,070-8658-2141,서울 마포구 성지길 36 (합정동) 3층,미인증
1471,서울특별시,관악구,살롱드북,070-4007-2466,서울 관악구 남부순환로231길 11 (봉천동),미인증
1445,서울특별시,강동구,삼환서점,02-3428-1582,서울 강동구 구천면로 427 (명일동) 삼환서점,미인증
1444,서울특별시,노원구,상계문고,02-931-9453,"서울 노원구 동일로 1361 (상계동, 상계주공2단지아파트)",미인증
1436,서울특별시,마포구,상암누리문고,02-332-2689,서울 마포구 월드컵북로 396 (상암동)누리꿈스퀘어 B1 1093호,인증
1430,서울특별시,영등포구,새고서림,010-2957-2123,서울 영등포구 영신로39길 8-1 (당산동1가) 201호,미인증
1427,서울특별시,양천구,새벽감성1집,0507-1365-1209,"서울 양천구 월정로50길 16-8 (신월동, 다하임) 1층",미인증
1419,서울특별시,강남구,샘서림,02-578-1041,서울 강남구 개포로 218 (개포동),미인증
1413,서울특별시,관악구,생각의주인,070-7604-7104,서울 관악구 솔밭로7길 17 (봉천동),미인증
1408,서울특별시,성북구,서경대학교 구내서점,02-919-2583,서울 성북구 서경로 124 (정릉동) 청운관 2층,미인증
1402,서울특별시,종로구,서련,02-1111-1111,서울 강남구 봉은사로 524 (삼성동),미인증
1395,서울특별시,노원구,서울과학기술대학교 서점,02-970-6916,서울 노원구 공릉로 232 (공릉동),미인증
1391,서울특별시,종로구,서울셀렉션,02-734-9564,서울 종로구 삼청로 6 (사간동) 지하1층,미인증
1390,서울특별시,동대문구,서울시립대학교 구내서점,02-2241-7335,서울 동대문구 서울시립대로 163 (전농동),미인증
1388,서울특별시,노원구,서울여대구내서점,02-975-7419,서울 노원구 화랑로 621 (공릉동),미인증
1387,서울특별시,서대문구,서울의시간을그리다,070-4114-6711,서울 서대문구 독립문로 31-6 (옥천동),미인증
1386,서울특별시,중구,서울책방,02-739-7033,서울 중구 세종대로 110 (태평로1가) 지하 1층,미인증
1384,서울특별시,중랑구,서일서적,02-491-0443,서울 중랑구 용마산로86길 15 (면목동),미인증
1382,서울특별시,강남구,서적백화점,02-577-9876,서울 강남구 선릉로 42 (개포동) 지하1층,미인증
1381,서울특별시,마포구,서점 리스본,070-4233-3905,서울 마포구 성미산로23길 60 (연남동),미인증
1376,서울특별시,마포구,서점극장 라블레,02-6368-1578,서울 마포구 백범로25길 5 (염리동) 1층,미인증
1375,서울특별시,광진구,서점로티,,"서울 광진구 용마산로 88-7 (중곡동, 더블유 루미너스) 1층",미인증
1374,서울특별시,서대문구,서점마므레,010-2557-8673,서울 서대문구 명지대길 10 (홍은동) 2층,미인증
1368,서울특별시,서초구,서초서적,02-583-4389,서울 서초구 서초동 1486-7 서울특별시 서초구 효령로224,미인증
1367,서울특별시,종로구,서촌 그 책방,,서울 종로구 자하문로5가길 30-1 (체부동),미인증
1359,서울특별시,노원구,석계문고,02-949-6148,서울 노원구 화랑로 349 (월계동),미인증
1355,서울특별시,강남구,선경문고,02-563-5111,서울 강남구 삼성로 311 (대치동) 지하 1층,미인증
1350,서울특별시,금천구,선서적,02-869-4027,서울 금천구 독산로74길 6 (독산동),미인증
1343,서울특별시,구로구,성공회대 구내서점문구,02-2619-8244,서울 구로구 연동로 320 (항동),미인증
1338,서울특별시,성북구,성신여대 구내서점,02-920-7390,서울 성북구 보문로34다길 2 (돈암동),미인증
1327,서울특별시,송파구,세륜서점,02-415-2232,서울 송파구 오금로31길 13 (방이동),미인증
1325,서울특별시,송파구,세신서적,02-402-4237,서울 송파구 양산로 14 (거여동)세신종합상가 113호,인증
1322,서울특별시,광진구,세종대학교 구내서점,02-3408-3384,서울 광진구 능동로 209 (군자동),미인증
1301,서울특별시,서초구,세화서점,02-599-3616,서울 서초구 신반포로 100 (반포동) 비층 09호,미인증
1297,서울특별시,서초구,셰입오브타임,02-372-8875,서울 서초구 양재천로7길 1 (양재동) 지층,미인증
1296,서울특별시,서대문구,소나기 그림책방,010-7664-7454,서울 서대문구 독립문로 32 (천연동) 101호 (2층),미인증
1290,서울특별시,성북구,소리북스,02-736-9701,서울 성북구 성북로13길 2 (성북동) 2층,미인증
1284,서울특별시,중구,소수책방,010-8915-2439,서울 중구 다산로20길 26 (신당동)2층,미인증
1282,서울특별시,중구,소요서가,02-2272-1517,서울 중구 청계천로 160 (산림동) 청계세운상가 바열 309호,미인증
1277,서울특별시,동작구,솔로몬 서점,02-596-5225,서울 동작구 사당로 143 (사당동) 신관지하1층,미인증
1271,서울특별시,성동구,송정북스,010-3462-7846,서울 성동구 송정동 73-799 B01호,미인증
1268,서울특별시,송파구,송파문고,02-416-4837,서울 송파구 송파대로37길 70 (석촌동) 지하1,인증
1267,서울특별시,광진구,수도서림,02-454-1062,서울 광진구 용마산로22길 9 (중곡동),미인증
1263,서울특별시,마포구,수수책방,0507-1341-3625,서울 마포구 토정로 8-7 (합정동) 1층,미인증
1262,서울특별시,강북구,수수한 책방,010-6363-6994,서울 강북구 솔매로50길 81 (미아동),미인증
1253,서울특별시,용산구,숙명도서,02-717-9139,서울 용산구 청파로47길 88 (청파동2가),미인증
1250,서울특별시,강동구,순정책방,070-4062-8202,서울 강동구 동남로65길 15-5 (명일동),미인증
1249,서울특별시,중구,순화동천,02-772-9001,"서울 중구 서소문로9길 28 (순화동, 덕수궁롯데캐슬)",미인증
1245,서울특별시,동대문구,숭문문고,02-3273-9724~5,서울 동대문구 장안벚꽃로 267 (휘경동) 금산빌딩 2층 201호,미인증
1244,서울특별시,은평구,숭실서적,02-374-8917,서울 은평구 은평터널로7길 17-2 (신사동),미인증
1234,서울특별시,마포구,스캐터북스,010-3175-5551,서울 마포구 월드컵로11길 44 (망원동) 102호 코너상가,미인증
1231,서울특별시,동작구,스쿨서점,02-816-4498,서울 동작구 대방동길 71 (대방동) 376-5,인증
1230,서울특별시,종로구,스타더스트,010-3088-7502,서울 종로구 새문안로5길 5-7 (당주동) 3층,미인증
1226,서울특별시,용산구,스토리지북앤필름,070-5103-9975,서울 용산구 신흥로 115-1 (용산동2가),미인증
1225,서울특별시,용산구,스토리지북앤필름 로터리점,010-3033-9975,서울 용산구 신흥로36길 5 (후암동) 1층,미인증
1224,서울특별시,중구,스틸북스 회현,,서울 중구 퇴계로4길 2 (남창동),미인증
1223,서울특별시,중구,스페인책방,010-9460-7694,서울 중구 퇴계로36길 29 (필동2가),미인증
1222,서울특별시,마포구,스프링플레어,070-7167-1846,서울 마포구 동교로27길 53 (연남동),미인증
1220,서울특별시,종로구,승진서점,0507-1431-1112,서울 종로구 사직로 130 (적선동),미인증
1212,서울특별시,양천구,시인서점,02-2601-4798,서울 양천구 오목로 41 1층 2호,미인증
1211,서울특별시,성북구,시절인연,0507-1362-9079,서울 성북구 보국문로16가길 43-20 (정릉동),미인증
1204,서울특별시,중랑구,신공손문고,02-3421-1662,서울 중랑구 봉화산로 194 (신내동),미인증
1199,서울특별시,영등포구,신동아문고,02-836-1608,서울 영등포구 영등포로 382-1 (신길동),미인증
1197,서울특별시,양천구,신목서점,02-2647-7216,"서울 양천구 목동동로 130 (신정동, 목동신시가지아파트14단지)",인증
1192,서울특별시,종로구,신성서림,02-2265-9579,서울 종로구 종로40길 6 (종로6가) 덕성빌딩 A 8호,미인증
1177,서울특별시,종로구,신협서점,02-2274-2069,서울 종로구 종로 258 덕성빌딩 내 A20호 (종로6가),미인증
1170,서울특별시,강남구,심지전문서적,02-512-1788,서울 강남구 논현로 723 (논현동),미인증
1168,서울특별시,양천구,쌈북서점,02-2643-9319,서울 양천구 목동서로 277 108호(쌈북서점) (신정동),인증
1167,서울특별시,도봉구,쌍문문고,02-996-0559,서울 도봉구 도봉로 482 (창동),인증
1164,서울특별시,도봉구,쓸모의 발견,010-9892-4283,서울 도봉구 우이천로42길 37 (쌍문동) 1층 A00호,미인증
1144,서울특별시,강동구,아운트,02-3144-1801,서울 강동구 양재대로126길 54 (길동) 101호,미인증
1140,서울특별시,마포구,아인서점,070-8667-0033,서울 마포구 월드컵로3길 31-30 (합정동) 3층,미인증
1137,서울특별시,마포구,아직 독립 못 한 책방,02-704-4516,서울 마포구 마포대로 190 (공덕동) 푸른약국 내,미인증
1136,서울특별시,마포구,아침달,0507-1317-5238,서울 마포구 성미산로 153-16 (연남동) 2층,미인증
1132,서울특별시,용산구,아크앤북 이태원점,0507-1354-2787,서울 용산구 장문로 23 (이태원동) 지하 1층,미인증
1130,서울특별시,강서구,악어책방,010-3022-3017,"서울 강서구 강서로45다길 30-27 (화곡동, 초록아파트) 상가 102호",미인증
1126,서울특별시,마포구,안도북스,010-9156-5437,서울 마포구 월드컵북로6길 87 (연남동) 2층 201호,미인증
1119,서울특별시,서대문구,알아가는 책가게,010-9301-6128,서울 서대문구 홍연길 26 (연희동) 지하1층,미인증
1118,서울특별시,강동구,알지문구서적,02-481-2143,서울 강동구 고덕로 87 (암사동)446-19,미인증
1117,서울특별시,은평구,알키미스타 북스,02-2345-0000,서울 은평구 응암로9길 24 (응암동) 1층,미인증
1104,서울특별시,성동구,양지서점,02-2234-2693,서울 성동구 금호로 168-2 (금호동1가) 지하 1층,미인증
1102,서울특별시,관악구,양지서점,02-884-5495,서울 관악구 인헌6길 24 (봉천동),미인증
1101,서울특별시,양천구,양천문구서적(양천문고),02-2601-5554,서울 양천구 신월로 274 (신정동) 욱성빌딩,미인증
1099,서울특별시,동작구,양현책세상,02-812-9070,서울 동작구 노량진로14길 9 (노량진동),미인증
1092,서울특별시,종로구,어쩌다 산책,02-747-7147,서울 종로구 동숭길 101 (동숭동) 지하 1층,미인증
1090,서울특별시,마포구,어쩌다책방,070-5121-5629,서울 마포구 망원동 57-194,미인증
1087,서울특별시,노원구,언희서재,02-931-0327,서울 노원구 중계로18길 13 (중계동) 지하1층,미인증
1085,서울특별시,양천구,에덴서점,02-2605-8598,서울 양천구 오목로 203 지층 에덴서점 (신정동),미인증
1082,서울특별시,광진구,에스엠북(SMBook),070-8704-7282,서울 광진구 강변역로4길 68 리젠트오피스 912호 (구의동),미인증
1080,서울특별시,동작구,에이포서점,02-821-0158,서울 동작구 만양로8길 68 (노량진동),미인증
1076,서울특별시,관악구,엠프티폴더스,031-214-0749,서울 관악구 행운1길 70 (봉천동) 1호,미인증
1074,서울특별시,중구,여기서울149쪽,0507-1456-0192,서울 중구 서소문로6길 33 (중림동),미인증
1058,서울특별시,은평구,연신내문고,02-352-7600,서울 은평구 통일로 861 (갈현동) 지하1층,미인증
1056,서울특별시,서초구,연희서적,02-595-9773,서울 서초구 서초중앙로24길 43 유원아파트상가 113호 연희서적,미인증
1054,서울특별시,양천구,열두달책방,010-2242-5161,서울 양천구 월정로36길 8 (신월동) 1층 1호,미인증
1048,서울특별시,구로구,열린문고,02-2619-9724,서울 구로구 경인로47다길 4 (고척동),미인증
1043,서울특별시,중랑구,열린문고,02-977-9313,서울 중랑구 공릉로2가길 6 (묵동) 1층,미인증
1019,서울특별시,강서구,영일서점,02-2651-1893,서울 강서구 등촌로39길 7 104호 (등촌동),인증
1008,서울특별시,송파구,영파문고,02-474-3700,서울 송파구 올림픽로 575 (풍납동),미인증
1007,서울특별시,강동구,영파문고,02-474-3700,서울 송파구 올림픽로 575 (풍납동),미인증
1004,서울특별시,강남구,예나서점,02-561-1214,"서울 강남구 삼성로 151 (대치동, 선경아파트)",미인증
999,서울특별시,강서구,예림문고,02-2644-9182,서울 강서구 곰달래로 227 (화곡동),미인증
994,서울특별시,서대문구,예스서점(별책방),,서울 서대문구 거북골로20길 71 (북가좌동),미인증
989,서울특별시,도봉구,예일문고,02-995-5206,서울 도봉구 노해로67길 2 (창동) 한국빌딩 지하1층,미인증
986,서울특별시,마포구,옛따책방,010-6296-5186,서울 마포구 와우산로37길 35 (동교동) 경의선책거리 인문산책,미인증
966,서울특별시,종로구,오에프알,02-722-9357,서울 종로구 자하문로12길 11-14 (창성동) 1층,미인증
959,서울특별시,마포구,오케이어 맨션,070-7700-1157,"서울 마포구 와우산로11길 9-7 (상수동, 상수라이크) 2층",미인증
958,서울특별시,마포구,오키로북스,010-5619-5950,서울 마포구 토정로4길 14 (합정동) 1층~3층,미인증
951,서울특별시,성동구,옥수서재,010-5473-3012,서울 성동구 한림말1길 16-1 (옥수동) 지층,미인증
947,서울특별시,마포구,온고당서점,02-332-9313,서울 마포구 와우산로 105 (서교동),미인증
942,서울특별시,금천구,올오어낫싱,02-867-7595,서울 금천구 시흥대로 315 (독산동) 마르쉐도르 960 2층 206호,미인증
941,서울특별시,용산구,와룡서적,02-798-0577,서울 용산구 장문로 97 (보광동),미인증
