Title,Type,Publisher,Count,Year,Month,Age
완자 고등 생명과학 2 (2019년용),초중고생학습서,비상교육,35,2019,3,10
오투 중등 과학 3-1 (2019),초중고생학습서,비상교육,30,2019,3,10
EBS 수능특강 과학탐구영역 물리 1 (2019),초중고생학습서,한국교육방송공사(도서),30,2019,3,10
완자 고등 통합과학 (2020년용),초중고생학습서,비상교육,28,2019,3,10
EBS 올림포스 독해의 기본 1 (2020년용),초중고생학습서,한국교육방송공사(도서),31,2019,3,10
완자 고등 화학 1 (2020년용),초중고생학습서,비상교육,28,2019,3,10
EBS 수능특강 사회탐구영역 세계지리 (2019),초중고생학습서,한국교육방송공사(도서),30,2019,3,10
메가스터디 EBS 분석노트 수능특강 국어 문학 (2019),초중고생학습서,메가스터디,28,2019,3,10
자이스토리 고 2 수학 1 1001제 (2019),초중고생학습서,수경출판사,27,2019,3,10
EBS 수능특강 사회탐구영역 동아시아사 (2019),초중고생학습서,한국교육방송공사(도서),27,2019,3,10
EBS 올림포스 수학 1 (2020년용),초중고생학습서,한국교육방송공사(도서),34,2019,3,10
쎈 SSEN 고등 수학 1 (2020년용),초중고생학습서,좋은책신사고,26,2019,3,10
EBS 수능특강 사회탐구영역 법과 정치 (2019),초중고생학습서,한국교육방송공사(도서),27,2019,3,10
EBS 수능특강 과학탐구영역 화학 2 (2019),초중고생학습서,한국교육방송공사(도서),29,2019,3,10
EBS 수능특강 평가문제집 영어 (상/ 2019),초중고생학습서,(주)백발백중,27,2019,3,10
쎈 SSEN 고등 수학 (상/ 2020년용),초중고생학습서,좋은책신사고,25,2019,3,10
EBS 수능특강 사용설명서 문학 (2019),초중고생학습서,한국교육방송공사(도서),89,2019,4,10
EBS 수능특강 평가문제집 문학 (상/ 2019),초중고생학습서,(주)백발백중,67,2019,4,10
EBS 수능특강 평가문제집 영어 (상/ 2019),초중고생학습서,(주)백발백중,44,2019,4,10
메가스터디 EBS 분석노트 수능특강 국어 문학 (2019),초중고생학습서,메가스터디,45,2019,4,10
2020 올바른 책 수능특강 영어 변형문제집 (상/ 2019),초중고생학습서,올바른선생님,46,2019,4,10
2020 수능대비 마더텅 수능기출문제집 사회 문화 (2019),초중고생학습서,마더텅,39,2019,4,10
메가스터디 EBS 분석노트 수능특강 유사 변형 국어영역 문학 133제 (2019),초중고생학습서,메가스터디,32,2019,4,10
EBS 수능특강 평가문제집 독서 (상/ 2019),초중고생학습서,(주)백발백중,28,2019,4,10
EBS 수능특강 평가문제집 독서 (하/ 2019),초중고생학습서,(주)백발백중,28,2019,4,10
EBS 수능특강 사용설명서 영어 (상/ 2019),초중고생학습서,한국교육방송공사(도서),26,2019,4,10
EBS 수능특강 평가문제집 영어 (하/ 2019),초중고생학습서,(주)백발백중,26,2019,4,10
메가스터디 EBS 분석노트 수능특강 유사 변형 영어영역 영어 140제 (2019),초중고생학습서,메가스터디,26,2019,4,10
E 모든 변형문제 수능특강 영어 (2019),초중고생학습서,도서출판 공터,25,2019,4,10
EBS 수능특강 영어영역 영어독해연습 (상/ 2019),초중고생학습서,(주)백발백중,26,2019,4,10
오투 고등 통합과학 (2019),초중고생학습서,비상교육,23,2019,4,10
2020 수능대비 마더텅 수능기출문제집 생활과 윤리 (2019),초중고생학습서,마더텅,22,2019,4,10
EBS 수능특강 평가문제집 문학 (하/ 2019),초중고생학습서,(주)백발백중,22,2019,4,10
메가스터디 EBS 분석노트 수능특강 영어 (2019),초중고생학습서,메가스터디,22,2019,4,10
모자이크 EBS 변형문제 수능특강 464제 영어 (상/ 2019),초중고생학습서,도서출판 모자이크,19,2019,4,10
오투 고등 지구과학 1 (2019),초중고생학습서,비상교육,18,2019,4,10
EBS 수능특강 사용설명서 영어 (하/ 2019),초중고생학습서,한국교육방송공사(도서),18,2019,4,10
2020 수능대비 마더텅 수능기출문제집 한국지리 (2019),초중고생학습서,마더텅,17,2019,4,10
EBS 수능특강 한국사영역 한국사 (2019),초중고생학습서,한국교육방송공사(도서),17,2019,4,10
올바른 책 EBS 수능특강 영어 분석노트 (2019),초중고생학습서,올바른선생님,17,2019,4,10
완자 고등 생명과학 2 (2019년용),초중고생학습서,비상교육,17,2019,4,10
오투 고등 생명과학 1 (2019),초중고생학습서,비상교육,16,2019,4,10
EBS 수능특강 수학영역 확률과 통계 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,4,10
EBS 수능특강 국어영역 문학 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,4,10
1등급 만들기 정치와 법 765제 (2019),초중고생학습서,미래엔,15,2019,4,10
EBS 수능특강 영어영역 영어독해연습 (2019),초중고생학습서,한국교육방송공사(도서),15,2019,4,10
인소의 법칙 9 (한정판),소설,(주)디앤씨미디어-잇북,15,2019,4,10
메가스터디 EBS 분석노트 수능특강 유사 변형 국어영역 비문학 128제 (2019),초중고생학습서,메가스터디,15,2019,4,10
2020 올바른 책 수능특강 영어 변형문제집 (하/ 2019),초중고생학습서,올바른선생님,16,2019,4,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2019),초중고생학습서,키출판사,15,2019,4,10
올바른 책 수능특강 영어독해연습 분석노트 (2020),초중고생학습서,올바른선생님,14,2019,4,10
완자 고등 통합과학 (2019년용),초중고생학습서,비상교육,13,2019,4,10
창비 고등 국어 평가 문제집 (2019년용),초중고생학습서,창비교육,14,2019,4,10
오투 중등 과학 3-1 (2019),초중고생학습서,비상교육,13,2019,4,10
EBS 수능특강 사회탐구영역 생활과 윤리 (2019),초중고생학습서,한국교육방송공사(도서),14,2019,4,10
EBS 수능특강 국어영역 독서 (2019),초중고생학습서,한국교육방송공사(도서),13,2019,4,10
EBS 수능특강 사용설명서 독서 (2019),초중고생학습서,한국교육방송공사(도서),13,2019,4,10
메가스터디 EBS 분석노트 수능특강 유사 변형 영어영역 영어독해연습 128제 (2019),초중고생학습서,메가스터디,13,2019,4,10
돌이킬 수 없는 약속,소설,북플라자,12,2019,4,10
1등급 만들기 한국사 1060제 (2019),초중고생학습서,미래엔,12,2019,4,10
1등급 만들기 윤리와 사상 780제 (2019),초중고생학습서,미래엔,12,2019,4,10
자이스토리 사회 문화 770제 (2019),초중고생학습서,수경출판사,12,2019,4,10
2020 수능대비 마더텅 수능기출문제집 법과 정치 (2019),초중고생학습서,마더텅,12,2019,4,10
HOLSOO 홀수 국어 과학 기술 (2019),초중고생학습서,도서출판 홀수,12,2019,4,10
EBS 수능특강 과학탐구영역 지구과학 1 (2019),초중고생학습서,한국교육방송공사(도서),13,2019,4,10
EBS 수능특강 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),12,2019,4,10
연의 편지,만화/라이트노벨,손봄북스,169,2019,5,10
인소의 법칙 10 (한정판),소설,(주)디앤씨미디어-잇북,30,2019,5,10
싱글즈 Singles (월간) 6월호 A형 + [부록] 브링그린 2종 (밀크 소프트 필링 젤 190ml/밀크 소프트 클렌징 폼 200ml),잡지,더북컴퍼니(Thebookcompany)(잡지),28,2019,5,10
나의 히어로 아카데미아 22 (한정판),만화/라이트노벨,서울미디어코믹스(서울문화사),25,2019,5,10
봉제인형 살인사건,소설,북플라자,21,2019,5,10
2020 수능대비 마더텅 수능기출문제집 사회 문화 (2019),초중고생학습서,마더텅,18,2019,5,10
EBS 수능특강 국어영역 화법 작문 문법 (2019),초중고생학습서,한국교육방송공사(도서),18,2019,5,10
내가 엄마 아빠를 사랑하는 이유는,시/에세이,심야책방,16,2019,5,10
EBS 수능특강 수학영역 확률과 통계 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,5,10
EBS 수능특강 영어영역 영어독해연습 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,5,10
EBS 수능특강 국어영역 독서 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,5,10
"아낌없이 주는 엄마, 당신을 사랑하는 이유는",시/에세이,심야책방,16,2019,5,10
"싱글즈 Singles (월간) 6월호 B형 + [부록] 드레스킨 볼륨 or 롱 2WAY 마스카라(블랙, 브라운 중 임의증정)",잡지,더북컴퍼니(Thebookcompany)(잡지),16,2019,5,10
돌이킬 수 없는 약속,소설,북플라자,14,2019,5,10
EBS 수능특강 수학영역 수학 2 & 미적분 1 (2019),초중고생학습서,한국교육방송공사(도서),14,2019,5,10
EBS 수능특강 국어영역 문학 (2019),초중고생학습서,한국교육방송공사(도서),14,2019,5,10
살인 카드 게임,소설,북플라자,12,2019,5,10
떠먹는 국어문법 (2019),초중고생학습서,쏠티북스,12,2019,5,10
2020 수능대비 마더텅 수능기출문제집 생활과 윤리 (2019),초중고생학습서,마더텅,12,2019,5,10
2020 수능대비 마더텅 수능기출문제집 지구과학 1 (2019),초중고생학습서,마더텅,12,2019,5,10
2020 수능대비 마더텅 수능기출문제집 국어 문법 (화법 작문 포함) (2019),초중고생학습서,마더텅,12,2019,5,10
타인의 시선을 의식해 힘든 나에게,시/에세이,21세기북스(북이십일),12,2019,5,10
"박막례, 이대로 죽을 순 없다",시/에세이,위즈덤하우스,12,2019,5,10
워드 마스터 Word Master 수능 2000 (2019),초중고생학습서,이투스북,11,2019,5,10
2020 수능대비 마더텅 수능기출문제집 국어 문학 (2019),초중고생학습서,마더텅,11,2019,5,10
EBS 수능특강 영어영역 영어듣기 (2019),초중고생학습서,한국교육방송공사(도서),11,2019,5,10
EBS 수능특강 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),11,2019,5,10
메가스터디 EBS 분석노트 수능특강 영어독해연습 2020 (2019),초중고생학습서,메가스터디,11,2019,5,10
황제의 외동딸 7 (한정판),만화/라이트노벨,디앤씨미디어(D&C미디어),12,2019,5,10
죽고 싶지만 떡볶이는 먹고 싶어 2,시/에세이,도서출판 흔,11,2019,5,10
죽음 1,소설,열린책들,11,2019,5,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2019),초중고생학습서,키출판사,10,2019,5,10
EBS 수능특강 사용설명서 문학 (2019),초중고생학습서,한국교육방송공사(도서),10,2019,5,10
EBS 수능특강 과학탐구영역 지구과학 1 (2019),초중고생학습서,한국교육방송공사(도서),10,2019,5,10
EBS 수능특강 과학탐구영역 생명과학 1 (2019),초중고생학습서,한국교육방송공사(도서),10,2019,5,10
죽음 2,소설,열린책들,10,2019,5,10
나는 꿈꾸는 간호사입니다,시/에세이,허밍버드,10,2019,5,10
아몬드,소설,창비(창작과비평사),9,2019,5,10
EBS 수능특강 사회탐구영역 생활과 윤리 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,5,10
EBS 수능특강 평가문제집 영어독해연습 (하/ 2019),초중고생학습서,(주)백발백중,9,2019,5,10
여행의 이유,시/에세이,문학동네,9,2019,5,10
황제의 외동딸 7 (일반판),만화/라이트노벨,디앤씨미디어(D&C미디어),9,2019,5,10
새벽의 연화 28,만화/라이트노벨,학산문화사(만화/잡지),9,2019,5,10
EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,5,10
EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,5,10
예비 매3비 - 매일 지문 3개씩 푸는 비문학 독서 기출,초중고생학습서,키출판사,8,2019,5,10
자이스토리 영어 독해 기본 512제 (2019),초중고생학습서,수경출판사,8,2019,5,10
Simul 씨뮬 7th 기출 전국연합 3년간 모의고사 고 1 국어 (2019),초중고생학습서,골드교육,8,2019,5,10
Simul 씨뮬 7th 기출 전국연합 3년간 모의고사 고 1 영어 (2019),초중고생학습서,골드교육,8,2019,5,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2019),초중고생학습서,한국교육방송공사(도서),8,2019,5,10
EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),272,2019,6,10
EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),260,2019,6,10
EBS 수능완성 수학영역 수학 나형 - 문과 (2019),초중고생학습서,한국교육방송공사(도서),140,2019,6,10
EBS 수능완성 수학영역 수학 가형 - 이과 (2019),초중고생학습서,한국교육방송공사(도서),110,2019,6,10
축구를 하며 생각한 것들,시/에세이,브레인스토어,93,2019,6,10
EBS 수능완성 사회탐구영역 사회 문화 (2019),초중고생학습서,한국교육방송공사(도서),83,2019,6,10
EBS 수능완성 과학탐구영역 지구과학 1 (2019),초중고생학습서,한국교육방송공사(도서),84,2019,6,10
EBS 수능완성 사회탐구영역 생활과 윤리 (2019),초중고생학습서,한국교육방송공사(도서),74,2019,6,10
EBS 수능완성 과학탐구영역 생명과학 1 (2019),초중고생학습서,한국교육방송공사(도서),73,2019,6,10
"박막례, 이대로 죽을 순 없다",시/에세이,위즈덤하우스,51,2019,6,10
연의 편지,만화/라이트노벨,손봄북스,51,2019,6,10
EBS 수능완성 과학탐구영역 화학 1 (2019),초중고생학습서,한국교육방송공사(도서),43,2019,6,10
EBS 수능완성 사회탐구영역 한국지리 (2019),초중고생학습서,한국교육방송공사(도서),38,2019,6,10
EBS 수능완성 과학탐구영역 물리 1 (2019),초중고생학습서,한국교육방송공사(도서),33,2019,6,10
[2권분철] EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),32,2019,6,10
[2권분철] EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),26,2019,6,10
EBS 수능특강 평가문제집 문학 (상/ 2019),초중고생학습서,(주)백발백중,18,2019,6,10
죽음 1,소설,열린책들,18,2019,6,10
내 얼굴을 만져도 괜찮은 너에게,시/에세이,위즈덤하우스,17,2019,6,10
여행의 이유 - 바캉스 에디션,시/에세이,문학동네,16,2019,6,10
EBS 수능완성 사회탐구영역 세계지리 (2019),초중고생학습서,한국교육방송공사(도서),17,2019,6,10
EBS 수능특강 사용설명서 문학 (2019),초중고생학습서,한국교육방송공사(도서),15,2019,6,10
앳 스타일 @ Star1 (월간) 7월호,잡지,스타일도어(잡지),17,2019,6,10
EBS 수능특강 평가문제집 문학 (하/ 2019),초중고생학습서,(주)백발백중,14,2019,6,10
EBS 수능완성 사회탐구영역 윤리와 사상 (2019),초중고생학습서,한국교육방송공사(도서),14,2019,6,10
나의 마녀 1,만화/라이트노벨,애니북스,14,2019,6,10
포포투 Four Four Two (월간) 7월호 + [책속부록] 브로마이드,잡지,주식회사 볕,14,2019,6,10
HOLSOO 홀수 국어 고전문학 (2019),초중고생학습서,도서출판 홀수,13,2019,6,10
내일 1,만화/라이트노벨,알에이치코리아(RHK),13,2019,6,10
내일 2,만화/라이트노벨,알에이치코리아(RHK),13,2019,6,10
HOLSOO 홀수 국어 과학 기술 (2019),초중고생학습서,도서출판 홀수,12,2019,6,10
죽음 2,소설,열린책들,12,2019,6,10
EBS 수능완성 사회탐구영역 법과 정치 (2019),초중고생학습서,한국교육방송공사(도서),12,2019,6,10
EBS 수능특강 평가문제집 영어 (하/ 2019),초중고생학습서,(주)백발백중,11,2019,6,10
EBS 수능완성 사회탐구영역 동아시아사 (2019),초중고생학습서,한국교육방송공사(도서),11,2019,6,10
[2권분철] EBS 수능완성 수학영역 수학 가형 - 이과 (2019),초중고생학습서,한국교육방송공사(도서),11,2019,6,10
2020 수능대비 마더텅 수능기출문제집 사회 문화 (2019),초중고생학습서,마더텅,10,2019,6,10
HOLSOO 홀수 국어 현대시 (2019),초중고생학습서,도서출판 홀수,10,2019,6,10
EBS 수능특강 수학영역 확률과 통계 (2019),초중고생학습서,한국교육방송공사(도서),10,2019,6,10
EBS 수능특강 영어영역 영어독해연습 (2019),초중고생학습서,한국교육방송공사(도서),10,2019,6,10
메가스터디 EBS 분석노트 수능특강 국어 문학 (2019),초중고생학습서,메가스터디,10,2019,6,10
EBS 수능특강 영어영역 영어독해연습 (상/ 2019),초중고생학습서,(주)백발백중,10,2019,6,10
내가 죽으면 장례식에 누가 와줄까,시/에세이,필름(Feelm),11,2019,6,10
룬의 아이들 - 윈터러 완전판 1~7 세트,소설,엘릭시르,10,2019,6,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,6,10
2020 수능대비 마더텅 수능기출문제집 생활과 윤리 (2019),초중고생학습서,마더텅,9,2019,6,10
EBS 2020학년도 수능연계교재의 VOCA 1800 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,6,10
EBS 수능특강 한국사영역 한국사 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,6,10
EBS 수능특강 수학영역 수학 2 & 미적분 1 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,6,10
EBS 수능특강 국어영역 문학 (2019),초중고생학습서,한국교육방송공사(도서),9,2019,6,10
EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),301,2019,7,10
EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),298,2019,7,10
EBS 수능완성 수학영역 수학 나형 - 문과 (2019),초중고생학습서,한국교육방송공사(도서),170,2019,7,10
EBS 수능완성 사회탐구영역 사회 문화 (2019),초중고생학습서,한국교육방송공사(도서),106,2019,7,10
어느 날 공주가 되어버렸다 1 (일반판),만화/라이트노벨,캐롯툰,99,2019,7,10
EBS 수능완성 수학영역 수학 가형 - 이과 (2019),초중고생학습서,한국교육방송공사(도서),98,2019,7,10
EBS 수능완성 사회탐구영역 생활과 윤리 (2019),초중고생학습서,한국교육방송공사(도서),96,2019,7,10
어느 날 공주가 되어버렸다 1 (초호화 한정판),만화/라이트노벨,캐롯툰,93,2019,7,10
EBS 수능완성 과학탐구영역 생명과학 1 (2019),초중고생학습서,한국교육방송공사(도서),90,2019,7,10
제 인생에 답이 없어요,시/에세이,위즈덤하우스,86,2019,7,10
EBS 수능완성 과학탐구영역 지구과학 1 (2019),초중고생학습서,한국교육방송공사(도서),82,2019,7,10
쎈 SSEN 고등 수학 2 (2020년용),초중고생학습서,좋은책신사고,60,2019,7,10
개념원리 수학 2 (2019),초중고생학습서,개념원리,49,2019,7,10
개념원리 수학 (하/ 2019),초중고생학습서,개념원리,51,2019,7,10
EBS 수능완성 과학탐구영역 화학 1 (2019),초중고생학습서,한국교육방송공사(도서),49,2019,7,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2019),초중고생학습서,한국교육방송공사(도서),46,2019,7,10
쎈 SSEN 고등 수학 (하/ 2020년용),초중고생학습서,좋은책신사고,46,2019,7,10
EBS 수능완성 사회탐구영역 한국지리 (2019),초중고생학습서,한국교육방송공사(도서),45,2019,7,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2019),초중고생학습서,키출판사,42,2019,7,10
만화 그녀가 공작저로 가야 했던 사정 1,만화/라이트노벨,디앤씨미디어(D&C미디어),42,2019,7,10
축구를 하며 생각한 것들,시/에세이,브레인스토어,39,2019,7,10
[2권분철] EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),36,2019,7,10
[2권분철] EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),36,2019,7,10
만화 그녀가 공작저로 가야 했던 사정 1 (한정판),만화/라이트노벨,디앤씨미디어(D&C미디어),33,2019,7,10
개념원리 확률과 통계 (2019),초중고생학습서,개념원리,30,2019,7,10
개념원리 RPM 수학 (하/ 2019),초중고생학습서,개념원리,32,2019,7,10
라이트 쎈 SSEN 수학 2 (2020년용),초중고생학습서,좋은책신사고,27,2019,7,10
EBS 수능특강 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),26,2019,7,10
EBS 수능완성 과학탐구영역 물리 1 (2019),초중고생학습서,한국교육방송공사(도서),26,2019,7,10
개념원리 RPM 수학 2 (2019),초중고생학습서,개념원리,25,2019,7,10
EBS 수능완성 사회탐구영역 세계지리 (2019),초중고생학습서,한국교육방송공사(도서),25,2019,7,10
워드 마스터 Word Master 수능 2000 (2020년용),초중고생학습서,이투스북,25,2019,7,10
EBS 수능특강 영어영역 영어독해연습 (2019),초중고생학습서,한국교육방송공사(도서),25,2019,7,10
매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2019),초중고생학습서,키출판사,22,2019,7,10
EBS 수능특강 수학영역 수학 2 & 미적분 1 (2019),초중고생학습서,한국교육방송공사(도서),21,2019,7,10
EBS 수능특강 국어영역 독서 (2019),초중고생학습서,한국교육방송공사(도서),21,2019,7,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2019),초중고생학습서,한국교육방송공사(도서),21,2019,7,10
쎈 SSEN 확률과 통계 (2020년용),초중고생학습서,좋은책신사고,19,2019,7,10
EBS 수능특강 한국사영역 한국사 (2019),초중고생학습서,한국교육방송공사(도서),19,2019,7,10
MAPL 마플 교과서 수학 2 (2020년용),초중고생학습서,희망출판,19,2019,7,10
EBS 수능완성 사회탐구영역 법과 정치 (2019),초중고생학습서,한국교육방송공사(도서),19,2019,7,10
[2권분철] EBS 수능완성 수학영역 수학 나형 - 문과 (2019),초중고생학습서,한국교육방송공사(도서),19,2019,7,10
라이트 쎈 SSEN 고등 수학 (하/ 2020년용),초중고생학습서,좋은책신사고,21,2019,7,10
봉제인형 살인사건,소설,북플라자,18,2019,7,10
2020 수능대비 마더텅 수능기출문제집 국어 문학 (2019),초중고생학습서,마더텅,18,2019,7,10
EBS 수능특강 수학영역 확률과 통계 (2019),초중고생학습서,한국교육방송공사(도서),17,2019,7,10
EBS 수능특강 국어영역 화법 작문 문법 (2019),초중고생학습서,한국교육방송공사(도서),17,2019,7,10
EBS 올림포스 수학 (하/ 2019년용),초중고생학습서,한국교육방송공사(도서),16,2019,7,10
쎈 SSEN 미적분 (2020년용),초중고생학습서,좋은책신사고,16,2019,7,10
오투 중등 과학 3-2 (2019),초중고생학습서,비상교육,16,2019,7,10
EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),128,2019,8,10
EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),116,2019,8,10
EBS 수능완성 수학영역 수학 나형 - 문과 (2019),초중고생학습서,한국교육방송공사(도서),68,2019,8,10
EBS 수능완성 사회탐구영역 사회 문화 (2019),초중고생학습서,한국교육방송공사(도서),43,2019,8,10
EBS 수능완성 과학탐구영역 지구과학 1 (2019),초중고생학습서,한국교육방송공사(도서),41,2019,8,10
EBS 수능완성 사회탐구영역 생활과 윤리 (2019),초중고생학습서,한국교육방송공사(도서),39,2019,8,10
제 인생에 답이 없어요,시/에세이,위즈덤하우스,35,2019,8,10
오투 중등 과학 3-2 (2019),초중고생학습서,비상교육,34,2019,8,10
쎈 SSEN 고등 수학 2 (2020년용),초중고생학습서,좋은책신사고,35,2019,8,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2019),초중고생학습서,키출판사,30,2019,8,10
EBS 수능완성 과학탐구영역 생명과학 1 (2019),초중고생학습서,한국교육방송공사(도서),29,2019,8,10
EBS 수능완성 수학영역 수학 가형 - 이과 (2019),초중고생학습서,한국교육방송공사(도서),28,2019,8,10
쎈 SSEN 고등 수학 (하/ 2020년용),초중고생학습서,좋은책신사고,23,2019,8,10
[2권분철] EBS 수능완성 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),21,2019,8,10
EBS 올림포스 수학 2 (2020년용),초중고생학습서,한국교육방송공사(도서),28,2019,8,10
자이스토리 고 2 수학 2 797제 (2019),초중고생학습서,수경출판사,22,2019,8,10
매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2019),초중고생학습서,키출판사,18,2019,8,10
인소의 법칙 11 (한정판),소설,(주)디앤씨미디어-잇북,19,2019,8,10
봉제인형 살인사건,소설,북플라자,17,2019,8,10
워드 마스터 Word Master 수능 2000 (2020년용),초중고생학습서,이투스북,17,2019,8,10
EBS 수능특강 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),19,2019,8,10
EBS 수능특강 국어영역 문학 (2019),초중고생학습서,한국교육방송공사(도서),18,2019,8,10
EBS 수능완성 과학탐구영역 화학 1 (2019),초중고생학습서,한국교육방송공사(도서),17,2019,8,10
2020 수능대비 수능기출 모의고사 33회 국어 영역 (2019),초중고생학습서,마더텅,16,2019,8,10
EBS 수능완성 사회탐구영역 한국지리 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,8,10
[2권분철] EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,8,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2019),초중고생학습서,한국교육방송공사(도서),15,2019,8,10
아주 작은 습관의 힘,자기계발,비즈니스북스,15,2019,8,10
EBS 파이널 FINAL 실전모의고사 수학영역 수학 나 (2019),초중고생학습서,한국교육방송공사(도서),15,2019,8,10
나의 히어로 아카데미아 23 (한정판),만화/라이트노벨,서울미디어코믹스(서울문화사),15,2019,8,10
개념원리 수학 2 (2019),초중고생학습서,개념원리,14,2019,8,10
개념원리 RPM 수학 (하/ 2019),초중고생학습서,개념원리,14,2019,8,10
이기적 유전자 - 40주년 기념판,자연과 과학,을유문화사,14,2019,8,10
2020 수능대비 마더텅 수능기출문제집 국어 문학 (2019),초중고생학습서,마더텅,14,2019,8,10
2020 수능대비 마더텅 수능기출문제집 사회 문화 (2019),초중고생학습서,마더텅,14,2019,8,10
2020 수능대비 마더텅 수능기출문제집 국어 문법 (화법 작문 포함) (2019),초중고생학습서,마더텅,14,2019,8,10
2020 수능대비 수능기출 모의고사 33회 영어 영역 (2019),초중고생학습서,마더텅,14,2019,8,10
아몬드,소설,창비(창작과비평사),13,2019,8,10
쎈 SSEN 중등 수학 3 (하/ 2019),초중고생학습서,좋은책신사고,13,2019,8,10
라이트 쎈 SSEN 수학 2 (2020년용),초중고생학습서,좋은책신사고,13,2019,8,10
2020 수능대비 마더텅 수능기출문제집 생활과 윤리 (2019),초중고생학습서,마더텅,13,2019,8,10
2020 수능대비 마더텅 수능기출문제집 지구과학 1 (2019),초중고생학습서,마더텅,13,2019,8,10
2020 수능대비 수능기출 모의고사 35회 사회 문화 (2019),초중고생학습서,마더텅,14,2019,8,10
2020 수능대비 수능기출 모의고사 33회 수학 영역 나형 - 문과 (2019),초중고생학습서,마더텅,13,2019,8,10
EBS 수능특강 영어영역 영어독해연습 (2019),초중고생학습서,한국교육방송공사(도서),13,2019,8,10
EBS 파이널 FINAL 실전모의고사 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),13,2019,8,10
퍼스트룩 1st look (격주간) 182호 A형,잡지,CJ E&M MUSIC,885,2019,9,10
IZ*ONE 포토북 + [부록] 포토카드 12종 중 1종 랜덤,잡지,머니투데이퍼블리싱(잡지),114,2019,9,10
어느 날 공주가 되어버렸다 2 (일반판),만화/라이트노벨,캐롯툰,62,2019,9,10
어느 날 공주가 되어버렸다 2 (초호화 한정판),만화/라이트노벨,캐롯툰,61,2019,9,10
물 만난 물고기,소설,수카,52,2019,9,10
열여덟의 순간,시/에세이,위즈덤하우스,27,2019,9,10
오투 중등 과학 3-2 (2019),초중고생학습서,비상교육,26,2019,9,10
나 혼자만 레벨업 1,만화/라이트노벨,디앤씨미디어(D&C미디어),23,2019,9,10
EBS 수능완성 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),22,2019,9,10
버림 받은 황비 3 (한정판),만화/라이트노벨,디앤씨미디어(D&C미디어),21,2019,9,10
EBS 파이널 FINAL 실전모의고사 영어영역 영어 (2019),초중고생학습서,한국교육방송공사(도서),18,2019,9,10
EBS 파이널 FINAL 실전모의고사 국어영역 국어 (2019),초중고생학습서,한국교육방송공사(도서),16,2019,9,10
어느 날 공주가 되어버렸다 1 (일반판),만화/라이트노벨,캐롯툰,16,2019,9,10
메가스터디 EBS 문학 총정리 (2019),초중고생학습서,메가스터디,17,2019,9,10
2020 수능대비 수능기출 모의고사 33회 국어 영역 (2019),초중고생학습서,마더텅,15,2019,9,10
